0,1,2,3,4,label
0.662,0.086,0.046,0.428,0.09,0
0.684,0.079,0.043,0.401,0.11,0
0.862,0.07,0.038,0.365,0.166,0
0.579,0.065,0.035,0.363,0.202,0
0.534,0.062,0.027,0.379,0.093,0
0.532,0.063,0.03,0.398,0.084,0
0.627,0.056,0.03,0.309,0.185,0
0.649,0.054,0.029,0.284,0.149,0
0.745,0.056,0.035,0.231,0.075,0
0.861,0.067,0.035,0.287,0.149,0
0.758,0.055,0.028,0.337,0.157,0
0.776,0.061,0.031,0.346,0.177,0
0.618,0.058,0.03,0.3,0.157,0
0.751,0.054,0.027,0.206,0.16,0
0.734,0.048,0.023,0.136,0.099,0
0.722,0.051,0.025,0.171,0.118,0
0.69,0.051,0.026,0.18,0.172,0
0.905,0.088,0.047,0.458,0.111,0
0.621,0.088,0.047,0.461,0.076,0
0.76,0.056,0.03,0.317,0.13,0
0.805,0.062,0.033,0.358,0.183,0
0.642,0.07,0.042,0.351,0.138,0
0.623,0.06,0.03,0.429,0.118,0
0.673,0.054,0.026,0.221,0.203,0
0.911,0.086,0.047,0.428,0.066,0
0.632,0.055,0.029,0.343,0.138,0
0.789,0.049,0.028,0.275,0.169,0
0.59,0.042,0.028,0.259,0.135,0
0.721,0.058,0.028,0.33,0.115,0
0.762,0.054,0.026,0.292,0.17,0
0.589,0.088,0.047,0.44,0.132,0
0.67,0.076,0.045,0.398,0.146,0
0.63,0.056,0.031,0.34,0.149,0
0.744,0.058,0.034,0.257,0.21,0
0.843,0.079,0.044,0.431,0.198,0
0.662,0.046,0.022,0.245,0.196,0
0.791,0.08,0.045,0.366,0.137,0
0.741,0.063,0.032,0.424,0.169,0
0.672,0.062,0.031,0.428,0.147,0
0.715,0.051,0.026,0.272,0.226,0
0.639,0.049,0.025,0.268,0.1,0
0.772,0.047,0.025,0.237,0.187,0
0.806,0.055,0.031,0.234,0.137,0
0.587,0.069,0.039,0.361,0.128,0
0.838,0.045,0.021,0.221,0.086,0
0.715,0.066,0.037,0.344,0.167,0
0.73,0.055,0.03,0.361,0.22,0
0.768,0.051,0.028,0.313,0.106,0
0.781,0.056,0.03,0.272,0.148,0
0.742,0.06,0.033,0.353,0.149,0
0.725,0.049,0.025,0.244,0.172,0
0.601,0.057,0.032,0.315,0.158,0
0.633,0.052,0.026,0.3,0.145,0
0.653,0.059,0.029,0.282,0.173,0
0.758,0.054,0.028,0.247,0.179,0
0.662,0.056,0.03,0.265,0.149,0
0.651,0.06,0.033,0.304,0.122,0
0.641,0.078,0.049,0.37,0.144,0
0.606,0.066,0.033,0.436,0.123,0
0.562,0.063,0.032,0.355,0.09,0
0.573,0.05,0.025,0.217,0.314,0
0.693,0.051,0.025,0.237,0.124,0
0.523,0.065,0.031,0.316,0.101,0
0.768,0.054,0.025,0.207,0.181,0
0.626,0.065,0.034,0.326,0.123,0
0.769,0.057,0.031,0.294,0.173,0
0.752,0.054,0.027,0.257,0.155,0
0.719,0.065,0.033,0.36,0.125,0
0.586,0.059,0.032,0.428,0.066,0
0.722,0.063,0.033,0.317,0.178,0
0.763,0.064,0.035,0.336,0.149,0
0.777,0.065,0.031,0.321,0.125,0
0.895,0.056,0.032,0.261,0.07,0
0.675,0.068,0.034,0.358,0.121,0
0.635,0.064,0.032,0.329,0.048,0
0.693,0.071,0.041,0.369,0.136,0
0.744,0.056,0.03,0.302,0.147,0
0.781,0.063,0.032,0.315,0.131,0
0.627,0.066,0.035,0.376,0.142,0
0.63,0.067,0.032,0.33,0.141,0
0.525,0.054,0.029,0.269,0.218,0
0.87,0.061,0.031,0.311,0.152,0
0.846,0.063,0.034,0.315,0.113,0
0.904,0.069,0.042,0.389,0.074,0
0.671,0.06,0.03,0.338,0.149,0
0.751,0.06,0.035,0.414,0.118,0
0.675,0.06,0.032,0.317,0.167,0
0.692,0.059,0.032,0.293,0.113,0
0.696,0.055,0.029,0.334,0.219,0
0.611,0.057,0.029,0.318,0.194,0
0.789,0.06,0.031,0.309,0.087,0
0.55,0.064,0.034,0.337,0.109,0
0.621,0.076,0.042,0.388,0.163,0
0.687,0.057,0.033,0.308,0.148,0
0.476,0.063,0.031,0.324,0.065,0
0.61,0.067,0.036,0.386,0.143,0
0.577,0.068,0.034,0.379,0.106,0
0.617,0.067,0.036,0.321,0.134,0
0.743,0.069,0.031,0.314,0.246,0
0.653,0.06,0.03,0.353,0.166,0
0.759,0.054,0.032,0.285,0.201,0
0.76,0.054,0.028,0.271,0.149,0
0.714,0.062,0.03,0.243,0.275,0
0.79,0.058,0.031,0.304,0.153,0
0.792,0.063,0.033,0.335,0.203,0
0.752,0.059,0.033,0.288,0.094,0
0.792,0.051,0.027,0.198,0.119,0
0.791,0.056,0.031,0.27,0.149,0
0.636,0.055,0.032,0.216,0.124,0
0.698,0.056,0.028,0.24,0.162,0
0.554,0.06,0.03,0.294,0.202,0
0.603,0.066,0.032,0.286,0.094,0
0.731,0.054,0.025,0.226,0.208,0
0.752,0.064,0.033,0.41,0.151,0
0.707,0.052,0.023,0.138,0.071,0
0.743,0.047,0.025,0.263,0.237,0
0.645,0.051,0.026,0.292,0.28,0
0.709,0.059,0.03,0.336,0.06,0
0.672,0.053,0.028,0.229,0.163,0
0.714,0.052,0.027,0.196,0.171,0
0.659,0.055,0.029,0.233,0.159,0
0.698,0.071,0.041,0.351,0.163,0
0.643,0.051,0.024,0.26,0.153,0
0.63,0.055,0.028,0.314,0.274,0
0.749,0.065,0.036,0.319,0.112,0
0.606,0.063,0.032,0.417,0.059,0
0.714,0.045,0.024,0.222,0.118,0
0.955,0.057,0.031,0.301,0.048,0
0.885,0.053,0.025,0.355,0.1,0
0.624,0.071,0.045,0.399,0.072,0
0.706,0.06,0.032,0.21,0.142,0
0.747,0.041,0.019,0.128,0.108,0
0.725,0.045,0.022,0.135,0.049,0
0.729,0.065,0.034,0.426,0.146,0
0.621,0.049,0.026,0.217,0.038,0
0.645,0.059,0.035,0.323,0.083,0
0.727,0.053,0.028,0.373,0.124,0
0.617,0.066,0.036,0.461,0.195,0
0.625,0.047,0.026,0.271,0.15,0
0.592,0.054,0.03,0.379,0.139,0
0.716,0.071,0.043,0.396,0.133,0
0.622,0.052,0.027,0.183,0.113,0
0.711,0.05,0.022,0.209,0.206,0
0.672,0.078,0.041,0.509,0.103,0
0.636,0.078,0.04,0.528,0.096,0
0.715,0.069,0.037,0.433,0.177,0
0.748,0.054,0.031,0.291,0.131,0
0.48,0.067,0.037,0.393,0.074,0
0.772,0.044,0.02,0.141,0.068,0
0.736,0.051,0.028,0.315,0.094,0
0.534,0.076,0.047,0.385,0.081,0
0.596,0.076,0.049,0.412,0.107,0
0.754,0.043,0.022,0.173,0.087,0
0.497,0.047,0.027,0.251,0.131,0
0.634,0.063,0.035,0.448,0.127,0
0.749,0.045,0.024,0.214,0.116,0
0.62,0.049,0.024,0.226,0.094,0
0.767,0.063,0.033,0.422,0.125,0
0.737,0.082,0.049,0.453,0.088,0
0.632,0.081,0.048,0.463,0.062,0
0.78,0.07,0.037,0.48,0.141,0
0.575,0.077,0.046,0.41,0.089,0
0.649,0.052,0.028,0.299,0.139,0
0.781,0.048,0.025,0.283,0.191,0
0.745,0.056,0.029,0.357,0.095,0
0.725,0.079,0.045,0.477,0.148,0
0.615,0.056,0.029,0.331,0.158,0
0.784,0.051,0.027,0.302,0.072,0
0.6,0.071,0.036,0.495,0.06,0
0.691,0.084,0.044,0.485,0.079,0
0.722,0.083,0.047,0.463,0.154,0
0.625,0.087,0.046,0.529,0.091,0
0.803,0.087,0.049,0.52,0.101,0
0.658,0.051,0.026,0.317,0.101,0
0.645,0.057,0.029,0.371,0.103,0
0.724,0.057,0.031,0.417,0.134,0
0.724,0.072,0.04,0.49,0.078,0
0.909,0.058,0.037,0.427,0.07,0
0.58,0.082,0.045,0.5,0.11,0
0.661,0.044,0.02,0.183,0.122,0
0.722,0.054,0.024,0.267,0.16,0
0.685,0.056,0.029,0.323,0.13,0
0.799,0.056,0.027,0.297,0.207,0
0.786,0.063,0.032,0.371,0.123,0
0.612,0.048,0.025,0.3,0.104,0
0.596,0.057,0.026,0.31,0.19,0
0.705,0.044,0.021,0.265,0.153,0
0.745,0.051,0.026,0.382,0.169,0
0.521,0.06,0.032,0.353,0.092,0
0.619,0.063,0.032,0.367,0.184,0
0.63,0.086,0.044,0.524,0.086,0
0.774,0.086,0.045,0.523,0.164,0
0.72,0.066,0.033,0.449,0.162,0
0.76,0.078,0.041,0.48,0.152,0
0.727,0.047,0.024,0.239,0.207,0
0.724,0.063,0.032,0.363,0.196,0
0.689,0.053,0.027,0.333,0.103,0
0.782,0.036,0.018,0.182,0.086,0
0.61,0.052,0.027,0.374,0.124,0
0.51,0.052,0.026,0.386,0.1,0
0.849,0.059,0.029,0.405,0.11,0
0.67,0.071,0.039,0.409,0.129,0
0.692,0.071,0.039,0.411,0.178,0
0.694,0.049,0.03,0.279,0.194,0
0.762,0.059,0.031,0.348,0.178,0
0.63,0.06,0.027,0.361,0.225,0
0.695,0.05,0.025,0.287,0.17,0
0.64,0.037,0.019,0.184,0.156,0
0.723,0.038,0.023,0.223,0.178,0
0.725,0.083,0.036,0.519,0.119,0
0.68,0.049,0.024,0.334,0.26,0
0.617,0.049,0.024,0.352,0.19,0
0.657,0.065,0.033,0.447,0.108,0
0.719,0.056,0.026,0.34,0.144,0
0.787,0.044,0.024,0.316,0.165,0
0.778,0.079,0.043,0.519,0.065,0
0.648,0.052,0.024,0.276,0.265,0
0.817,0.042,0.019,0.212,0.105,0
0.666,0.035,0.018,0.211,0.109,0
0.643,0.071,0.034,0.455,0.134,0
0.699,0.07,0.036,0.426,0.184,0
0.773,0.049,0.026,0.286,0.165,0
0.745,0.048,0.022,0.216,0.155,0
0.624,0.056,0.03,0.406,0.146,0
0.687,0.048,0.025,0.28,0.158,0
0.729,0.039,0.015,0.12,0.061,0
0.712,0.036,0.017,0.131,0.083,0
0.788,0.054,0.027,0.402,0.169,0
0.782,0.056,0.026,0.331,0.164,0
0.701,0.036,0.017,0.165,0.104,0
0.762,0.086,0.045,0.506,0.124,0
0.72,0.056,0.029,0.322,0.151,0
0.562,0.045,0.026,0.235,0.168,0
0.609,0.052,0.029,0.334,0.231,0
0.787,0.036,0.02,0.224,0.066,0
0.603,0.08,0.041,0.498,0.076,0
0.646,0.079,0.043,0.5,0.095,0
0.734,0.078,0.042,0.497,0.104,0
0.601,0.06,0.031,0.358,0.165,0
0.651,0.061,0.032,0.364,0.208,0
0.733,0.037,0.018,0.213,0.077,0
0.766,0.045,0.023,0.29,0.072,0
0.663,0.059,0.028,0.329,0.129,0
0.692,0.05,0.027,0.321,0.18,0
0.726,0.06,0.032,0.417,0.119,0
0.688,0.05,0.025,0.319,0.134,0
0.649,0.048,0.023,0.317,0.113,0
0.896,0.054,0.023,0.392,0.046,0
0.704,0.052,0.029,0.373,0.114,0
0.767,0.042,0.022,0.206,0.14,0
0.629,0.043,0.018,0.241,0.138,0
0.737,0.067,0.033,0.406,0.109,0
0.657,0.07,0.038,0.387,0.32,0
0.647,0.049,0.025,0.267,0.231,0
0.82,0.064,0.031,0.386,0.122,0
0.667,0.078,0.041,0.499,0.118,0
0.74,0.065,0.035,0.32,0.209,0
0.805,0.055,0.031,0.246,0.103,0
0.701,0.063,0.034,0.403,0.311,0
0.702,0.069,0.037,0.45,0.186,0
0.753,0.05,0.025,0.301,0.163,0
0.649,0.058,0.028,0.36,0.137,0
0.705,0.042,0.021,0.241,0.144,0
0.523,0.06,0.036,0.416,0.066,0
0.748,0.054,0.027,0.354,0.192,0
0.636,0.062,0.037,0.447,0.131,0
0.84,0.061,0.035,0.416,0.197,0
0.689,0.063,0.03,0.303,0.24,0
0.538,0.079,0.041,0.501,0.153,0
0.678,0.084,0.047,0.482,0.135,0
0.551,0.052,0.026,0.289,0.078,0
0.623,0.044,0.023,0.262,0.156,0
0.672,0.07,0.038,0.455,0.154,0
0.729,0.058,0.029,0.374,0.227,0
0.538,0.051,0.026,0.279,0.04,0
0.516,0.064,0.029,0.397,0.094,0
0.767,0.051,0.026,0.336,0.129,0
0.647,0.067,0.036,0.433,0.195,0
0.783,0.081,0.045,0.537,0.074,0
0.64,0.081,0.044,0.558,0.051,0
0.654,0.078,0.044,0.528,0.123,0
0.731,0.064,0.033,0.315,0.304,0
0.736,0.094,0.044,0.547,0.121,0
0.69,0.053,0.027,0.338,0.107,0
0.768,0.062,0.032,0.388,0.12,0
0.735,0.045,0.024,0.234,0.15,0
0.773,0.041,0.019,0.218,0.112,0
0.577,0.072,0.04,0.511,0.075,0
0.663,0.06,0.029,0.251,0.139,0
0.786,0.08,0.045,0.495,0.12,0
0.643,0.052,0.028,0.242,0.167,0
0.582,0.056,0.028,0.358,0.05,0
0.743,0.054,0.028,0.333,0.179,0
0.652,0.088,0.046,0.506,0.092,0
0.694,0.087,0.049,0.542,0.106,0
0.821,0.056,0.028,0.265,0.107,0
0.743,0.054,0.028,0.294,0.116,0
0.685,0.041,0.023,0.233,0.079,0
0.938,0.067,0.04,0.462,0.082,0
0.722,0.063,0.033,0.391,0.199,0
0.668,0.052,0.028,0.309,0.07,0
0.687,0.053,0.029,0.35,0.115,0
0.595,0.082,0.047,0.522,0.157,0
0.67,0.055,0.029,0.312,0.101,0
0.742,0.057,0.029,0.324,0.236,0
0.656,0.06,0.035,0.433,0.106,0
0.781,0.053,0.027,0.346,0.189,0
0.596,0.06,0.033,0.417,0.147,0
0.605,0.05,0.027,0.338,0.199,0
0.782,0.056,0.035,0.421,0.104,0
0.725,0.059,0.03,0.416,0.173,0
0.739,0.054,0.029,0.247,0.162,0
0.751,0.078,0.044,0.519,0.119,0
0.592,0.054,0.028,0.323,0.18,0
0.566,0.055,0.03,0.348,0.184,0
0.744,0.064,0.035,0.444,0.18,0
0.766,0.051,0.03,0.32,0.078,0
0.679,0.046,0.023,0.233,0.129,0
0.775,0.056,0.028,0.322,0.2,0
0.641,0.058,0.031,0.299,0.161,0
0.674,0.052,0.031,0.328,0.151,0
0.593,0.062,0.035,0.446,0.214,0
0.771,0.066,0.04,0.507,0.116,0
0.596,0.077,0.041,0.525,0.13,0
0.636,0.058,0.032,0.339,0.172,0
0.75,0.051,0.025,0.292,0.174,0
0.8,0.047,0.023,0.233,0.12,0
0.639,0.062,0.037,0.398,0.183,0
0.656,0.051,0.025,0.289,0.149,0
0.663,0.055,0.029,0.356,0.152,0
0.804,0.057,0.032,0.366,0.171,0
0.744,0.062,0.034,0.4,0.22,0
0.624,0.069,0.041,0.469,0.149,0
0.799,0.045,0.026,0.249,0.084,0
0.779,0.051,0.026,0.313,0.114,0
0.85,0.06,0.033,0.373,0.106,0
0.749,0.07,0.041,0.466,0.218,0
0.585,0.076,0.04,0.506,0.102,0
0.719,0.052,0.028,0.348,0.12,0
0.688,0.054,0.03,0.352,0.114,0
0.645,0.06,0.033,0.407,0.164,0
0.624,0.067,0.039,0.449,0.087,0
0.795,0.06,0.03,0.298,0.189,0
0.636,0.061,0.029,0.304,0.251,0
0.705,0.051,0.025,0.271,0.221,0
0.617,0.058,0.031,0.339,0.118,0
0.662,0.065,0.035,0.446,0.165,0
0.775,0.061,0.033,0.404,0.331,0
0.63,0.053,0.025,0.308,0.147,0
0.625,0.048,0.023,0.258,0.209,0
0.584,0.055,0.029,0.395,0.11,0
0.599,0.058,0.031,0.371,0.178,0
0.61,0.058,0.03,0.354,0.2,0
0.687,0.054,0.024,0.313,0.191,0
0.656,0.058,0.031,0.384,0.156,0
0.496,0.061,0.031,0.411,0.11,0
0.842,0.055,0.024,0.281,0.1,0
0.728,0.054,0.028,0.327,0.129,0
0.66,0.053,0.028,0.321,0.234,0
0.658,0.064,0.035,0.427,0.115,0
0.64,0.08,0.04,0.48,0.114,0
0.625,0.075,0.042,0.466,0.168,0
0.632,0.078,0.039,0.434,0.162,0
0.692,0.075,0.038,0.43,0.212,0
0.728,0.062,0.029,0.343,0.146,0
0.597,0.082,0.046,0.492,0.159,0
0.67,0.061,0.032,0.358,0.192,0
0.561,0.059,0.032,0.346,0.137,0
0.753,0.07,0.036,0.379,0.125,0
0.842,0.088,0.046,0.503,0.193,0
0.872,0.069,0.036,0.433,0.186,0
0.761,0.058,0.032,0.332,0.271,0
0.62,0.071,0.039,0.392,0.141,0
0.597,0.067,0.041,0.376,0.119,0
0.756,0.054,0.031,0.254,0.13,0
0.799,0.078,0.046,0.484,0.197,0
0.734,0.061,0.033,0.293,0.15,0
0.646,0.075,0.04,0.406,0.16,0
0.688,0.067,0.035,0.416,0.229,0
0.722,0.055,0.028,0.27,0.165,0
0.754,0.05,0.026,0.228,0.129,0
0.795,0.047,0.025,0.184,0.081,0
0.63,0.047,0.025,0.184,0.058,0
0.855,0.077,0.042,0.417,0.126,0
0.74,0.054,0.03,0.293,0.138,0
0.727,0.062,0.034,0.336,0.176,0
0.801,0.07,0.037,0.393,0.188,0
0.643,0.056,0.033,0.301,0.118,0
0.667,0.069,0.038,0.389,0.106,0
0.703,0.075,0.047,0.466,0.13,0
0.618,0.066,0.033,0.34,0.131,0
0.417,0.056,0.027,0.252,0.096,0
0.649,0.049,0.024,0.293,0.221,0
0.737,0.064,0.028,0.401,0.164,0
0.627,0.072,0.039,0.428,0.155,0
0.769,0.057,0.032,0.297,0.097,0
0.653,0.066,0.034,0.398,0.197,0
0.771,0.072,0.037,0.432,0.166,0
0.777,0.069,0.033,0.384,0.175,0
0.803,0.062,0.032,0.342,0.153,0
0.71,0.062,0.035,0.415,0.174,0
0.619,0.073,0.039,0.478,0.122,0
0.659,0.059,0.032,0.318,0.203,0
0.623,0.075,0.043,0.415,0.177,0
0.589,0.062,0.034,0.422,0.119,0
0.852,0.077,0.04,0.425,0.151,0
0.575,0.065,0.036,0.428,0.125,0
0.81,0.067,0.032,0.402,0.173,0
0.631,0.065,0.032,0.349,0.081,0
0.795,0.057,0.031,0.29,0.13,0
0.677,0.069,0.036,0.452,0.136,0
0.666,0.061,0.032,0.411,0.055,0
0.624,0.076,0.038,0.476,0.198,0
0.763,0.069,0.034,0.417,0.191,0
0.668,0.061,0.032,0.373,0.176,0
0.778,0.056,0.033,0.335,0.126,0
0.576,0.063,0.03,0.386,0.113,0
0.652,0.061,0.029,0.36,0.187,0
0.665,0.06,0.031,0.41,0.154,0
0.673,0.052,0.026,0.263,0.233,0
0.77,0.059,0.031,0.386,0.118,0
0.698,0.061,0.031,0.374,0.154,0
0.868,0.055,0.029,0.348,0.11,0
0.596,0.068,0.034,0.419,0.13,0
0.705,0.056,0.029,0.335,0.17,0
0.576,0.058,0.03,0.347,0.18,0
0.676,0.058,0.03,0.356,0.156,0
0.586,0.062,0.034,0.374,0.146,0
0.748,0.058,0.028,0.295,0.179,0
0.653,0.058,0.032,0.388,0.151,0
0.819,0.054,0.027,0.317,0.178,0
0.802,0.065,0.029,0.369,0.135,0
0.709,0.055,0.029,0.331,0.194,0
0.547,0.058,0.029,0.338,0.184,0
0.665,0.057,0.031,0.323,0.192,0
0.666,0.056,0.027,0.297,0.199,0
0.782,0.06,0.032,0.389,0.193,0
0.451,0.058,0.031,0.384,0.14,0
0.737,0.056,0.026,0.258,0.128,0
0.682,0.052,0.027,0.291,0.155,0
0.955,0.051,0.031,0.293,0.031,0
0.839,0.059,0.03,0.346,0.123,0
0.58,0.057,0.027,0.311,0.176,0
0.495,0.049,0.03,0.282,0.084,0
0.659,0.041,0.024,0.186,0.114,0
0.592,0.059,0.031,0.436,0.203,0
0.74,0.057,0.032,0.406,0.183,0
0.736,0.044,0.021,0.197,0.153,0
0.559,0.054,0.027,0.287,0.104,0
0.631,0.048,0.021,0.217,0.079,0
0.781,0.045,0.022,0.247,0.099,0
0.753,0.054,0.027,0.314,0.187,0
0.708,0.056,0.028,0.469,0.182,0
0.705,0.039,0.016,0.134,0.074,0
0.627,0.042,0.021,0.213,0.145,0
0.634,0.051,0.029,0.328,0.047,0
0.614,0.053,0.023,0.254,0.115,0
0.73,0.052,0.024,0.232,0.198,0
0.794,0.057,0.031,0.4,0.149,0
0.703,0.041,0.018,0.211,0.088,0
0.591,0.056,0.031,0.381,0.079,0
0.727,0.041,0.02,0.208,0.126,0
0.653,0.043,0.022,0.243,0.189,0
0.782,0.049,0.022,0.246,0.079,0
0.727,0.053,0.026,0.291,0.154,0
0.601,0.05,0.022,0.242,0.155,0
0.625,0.056,0.025,0.298,0.171,0
0.639,0.062,0.03,0.325,0.15,0
0.744,0.04,0.021,0.189,0.085,0
0.711,0.05,0.024,0.289,0.179,0
0.846,0.048,0.024,0.26,0.092,0
0.777,0.054,0.028,0.245,0.132,0
0.594,0.056,0.029,0.321,0.103,0
0.615,0.055,0.03,0.32,0.194,0
0.73,0.054,0.028,0.31,0.159,0
0.708,0.044,0.022,0.253,0.058,0
0.639,0.046,0.024,0.281,0.14,0
0.647,0.062,0.035,0.397,0.125,0
0.592,0.059,0.031,0.337,0.103,0
0.835,0.063,0.034,0.405,0.089,0
0.759,0.063,0.034,0.352,0.185,0
0.736,0.07,0.036,0.393,0.118,0
0.623,0.058,0.028,0.343,0.208,0
0.713,0.062,0.031,0.365,0.2,0
0.735,0.054,0.029,0.237,0.16,0
0.662,0.057,0.031,0.396,0.236,0
0.684,0.054,0.029,0.276,0.207,0
0.684,0.064,0.035,0.368,0.179,0
0.735,0.061,0.034,0.383,0.276,0
0.747,0.054,0.029,0.268,0.181,0
0.716,0.052,0.028,0.26,0.084,0
0.697,0.064,0.035,0.467,0.214,0
0.589,0.061,0.037,0.419,0.16,0
0.686,0.064,0.03,0.339,0.248,0
0.642,0.053,0.029,0.265,0.186,0
0.719,0.055,0.032,0.363,0.164,0
0.605,0.062,0.035,0.337,0.12,0
0.793,0.062,0.035,0.331,0.169,0
0.738,0.041,0.022,0.15,0.164,0
0.604,0.042,0.026,0.223,0.19,0
0.725,0.058,0.032,0.234,0.155,0
0.674,0.059,0.033,0.246,0.196,0
0.768,0.046,0.026,0.257,0.11,0
0.763,0.049,0.027,0.275,0.08,0
0.725,0.053,0.026,0.316,0.244,0
0.736,0.066,0.032,0.414,0.098,0
0.673,0.046,0.024,0.147,0.121,0
0.64,0.059,0.038,0.361,0.256,0
0.658,0.073,0.038,0.496,0.198,0
0.663,0.049,0.025,0.297,0.248,0
0.633,0.062,0.033,0.417,0.177,0
0.598,0.069,0.039,0.371,0.104,0
0.668,0.065,0.036,0.43,0.183,0
0.742,0.055,0.026,0.33,0.19,0
0.659,0.061,0.029,0.38,0.188,0
0.789,0.057,0.024,0.334,0.148,0
0.722,0.063,0.032,0.401,0.193,0
0.746,0.054,0.027,0.338,0.164,0
0.666,0.051,0.03,0.297,0.238,0
0.638,0.062,0.03,0.436,0.154,0
0.726,0.05,0.027,0.229,0.164,0
0.782,0.046,0.023,0.2,0.129,0
0.793,0.052,0.03,0.321,0.165,0
0.723,0.059,0.032,0.393,0.176,0
0.692,0.061,0.031,0.33,0.217,0
0.566,0.061,0.032,0.338,0.08,0
0.795,0.052,0.023,0.246,0.149,0
0.698,0.063,0.035,0.31,0.194,0
0.845,0.052,0.024,0.371,0.071,0
0.658,0.054,0.027,0.354,0.191,0
0.584,0.064,0.039,0.444,0.174,0
0.637,0.05,0.027,0.204,0.133,0
0.609,0.067,0.033,0.32,0.095,0
0.643,0.07,0.033,0.369,0.189,0
0.727,0.05,0.027,0.284,0.187,0
0.731,0.064,0.032,0.333,0.168,0
0.641,0.063,0.036,0.364,0.2,0
0.753,0.068,0.041,0.458,0.254,0
0.674,0.075,0.041,0.455,0.13,0
0.687,0.055,0.03,0.35,0.213,0
0.638,0.056,0.032,0.395,0.211,0
0.829,0.056,0.032,0.418,0.2,0
0.807,0.048,0.029,0.221,0.134,0
0.605,0.056,0.03,0.306,0.251,0
0.71,0.056,0.029,0.241,0.134,0
0.764,0.059,0.031,0.434,0.155,0
0.703,0.072,0.04,0.441,0.186,0
0.633,0.068,0.034,0.37,0.27,0
0.715,0.046,0.022,0.196,0.227,0
0.762,0.069,0.037,0.295,0.164,0
0.673,0.058,0.032,0.356,0.154,0
0.523,0.076,0.043,0.476,0.1,0
0.702,0.07,0.031,0.347,0.101,0
0.744,0.055,0.032,0.375,0.332,0
0.654,0.059,0.03,0.444,0.218,0
0.673,0.064,0.035,0.301,0.175,0
0.567,0.062,0.033,0.373,0.129,0
0.592,0.074,0.04,0.412,0.168,0
0.693,0.051,0.028,0.284,0.209,0
0.75,0.049,0.025,0.261,0.11,0
0.68,0.054,0.028,0.315,0.363,0
0.727,0.059,0.03,0.336,0.104,0
0.745,0.058,0.029,0.432,0.22,0
0.744,0.041,0.024,0.292,0.063,0
0.746,0.052,0.03,0.336,0.198,0
0.697,0.062,0.034,0.42,0.227,0
0.716,0.04,0.019,0.197,0.105,0
0.792,0.059,0.033,0.279,0.175,0
0.867,0.07,0.04,0.438,0.114,0
0.625,0.063,0.034,0.423,0.182,0
0.674,0.062,0.031,0.372,0.093,0
0.791,0.063,0.033,0.347,0.137,0
0.671,0.061,0.034,0.341,0.194,0
0.744,0.064,0.036,0.343,0.186,0
0.705,0.065,0.034,0.336,0.19,0
0.646,0.075,0.039,0.493,0.146,0
0.633,0.064,0.033,0.389,0.157,0
0.754,0.073,0.04,0.466,0.169,0
0.615,0.066,0.037,0.437,0.164,0
0.666,0.067,0.036,0.381,0.262,0
0.782,0.06,0.033,0.397,0.126,0
0.749,0.045,0.022,0.199,0.166,0
0.666,0.063,0.035,0.33,0.183,0
0.733,0.072,0.037,0.409,0.199,0
0.666,0.053,0.028,0.36,0.162,0
0.825,0.067,0.04,0.448,0.189,0
0.789,0.068,0.038,0.366,0.168,0
0.622,0.07,0.035,0.431,0.16,0
0.776,0.057,0.032,0.385,0.188,0
0.641,0.047,0.021,0.171,0.118,0
0.66,0.055,0.028,0.297,0.095,0
0.78,0.065,0.036,0.423,0.155,0
0.822,0.057,0.031,0.288,0.141,0
0.568,0.055,0.034,0.402,0.173,0
0.751,0.045,0.023,0.256,0.168,0
0.72,0.058,0.031,0.298,0.209,0
0.799,0.05,0.029,0.229,0.135,0
0.699,0.053,0.03,0.243,0.135,0
0.661,0.056,0.031,0.268,0.177,0
0.653,0.067,0.037,0.398,0.218,0
0.739,0.044,0.022,0.187,0.125,0
0.769,0.039,0.02,0.175,0.087,0
0.694,0.067,0.033,0.431,0.115,0
0.673,0.044,0.025,0.25,0.247,0
0.639,0.04,0.021,0.166,0.202,0
0.744,0.047,0.024,0.216,0.113,0
0.697,0.053,0.03,0.32,0.266,0
0.702,0.037,0.02,0.138,0.112,0
0.71,0.042,0.021,0.173,0.099,0
0.696,0.064,0.037,0.35,0.174,0
0.767,0.058,0.032,0.316,0.197,0
0.721,0.038,0.027,0.195,0.225,0
0.745,0.04,0.018,0.158,0.101,0
0.708,0.038,0.016,0.136,0.086,0
0.705,0.062,0.034,0.381,0.179,0
0.578,0.037,0.017,0.175,0.269,0
0.612,0.06,0.034,0.358,0.146,0
0.768,0.064,0.034,0.29,0.158,0
0.723,0.064,0.033,0.37,0.12,0
0.799,0.052,0.026,0.298,0.127,0
0.745,0.046,0.024,0.261,0.135,0
0.578,0.048,0.023,0.326,0.121,0
0.635,0.062,0.032,0.413,0.186,0
0.721,0.056,0.029,0.392,0.171,0
0.665,0.057,0.028,0.342,0.154,0
0.719,0.052,0.027,0.249,0.198,0
0.711,0.044,0.022,0.31,0.111,0
0.62,0.053,0.026,0.363,0.232,0
0.773,0.051,0.026,0.312,0.258,0
0.656,0.055,0.029,0.329,0.221,0
0.746,0.057,0.029,0.336,0.152,0
0.644,0.055,0.03,0.406,0.129,0
0.648,0.049,0.027,0.316,0.297,0
0.643,0.049,0.026,0.239,0.163,0
0.702,0.046,0.027,0.289,0.163,0
