0,1,2,3,4,5,6,7,8,9,label
0.054,0.041,0.086,0.61,0.42,0.46,0.611,0.549,0.375,0.377,0
0.091,0.087,0.31,0.3,0.206,0.437,0.622,0.576,0.072,0.357,0
0.247,0.11,0.419,0.116,0.086,0.408,0.517,0.574,0.028,0.504,0
0.127,0.056,0.241,0.375,0.314,0.389,0.623,0.501,0.18,0.384,0
0.209,0.165,0.51,0.21,0.149,0.506,0.702,0.651,0.096,0.472,0
0.175,0.086,0.268,0.482,0.417,0.479,0.695,0.486,0.253,0.458,0
0.114,0.074,0.283,0.243,0.184,0.406,0.545,0.507,0.07,0.458,0
0.068,0.081,0.252,0.412,0.316,0.465,0.621,0.56,0.489,0.395,0
0.071,0.066,0.183,0.438,0.299,0.437,0.616,0.5,0.453,0.411,0
0.052,0.064,0.203,0.423,0.316,0.419,0.559,0.55,0.033,0.268,0
0.05,0.039,0.147,0.64,0.532,0.439,0.609,0.51,0.532,0.227,0
0.144,0.056,0.29,0.263,0.2,0.433,0.561,0.551,0.085,0.37,0
0.093,0.062,0.185,0.539,0.465,0.414,0.528,0.5,0.762,0.1,0
0.086,0.065,0.242,0.385,0.262,0.484,0.623,0.516,0.073,0.299,0
0.084,0.04,0.185,0.447,0.311,0.452,0.54,0.523,0.042,0.336,0
0.026,0.045,0.036,0.812,0.545,0.429,0.589,0.504,0.3,0.4,0
0.102,0.069,0.207,0.357,0.262,0.463,0.561,0.572,0.207,0.415,0
0.051,0.026,0.053,0.851,0.698,0.424,0.555,0.55,0.557,0.472,0
0.171,0.09,0.415,0.284,0.195,0.385,0.668,0.571,0.008,0.544,0
0.191,0.111,0.502,0.198,0.142,0.475,0.715,0.559,0.029,0.34,0
0.066,0.059,0.215,0.558,0.436,0.441,0.625,0.512,0.661,0.14,0
0.04,0.042,0.157,0.651,0.471,0.464,0.6,0.542,0.061,0.306,0
0.061,0.056,0.184,0.509,0.361,0.42,0.604,0.555,0.024,0.228,0
0.075,0.07,0.162,0.394,0.304,0.48,0.619,0.494,0.307,0.342,0
0.085,0.038,0.147,0.481,0.379,0.441,0.624,0.545,0.074,0.332,0
0.108,0.078,0.288,0.312,0.288,0.476,0.627,0.567,0.037,0.309,0
0.171,0.152,0.567,0.131,0.1,0.459,0.665,0.555,0.132,0.207,0
0.27,0.117,0.398,0.235,0.19,0.422,0.738,0.5,0.208,0.593,0
0.107,0.047,0.239,0.494,0.4,0.445,0.639,0.551,0.036,0.4,0
0.048,0.068,0.181,0.486,0.353,0.467,0.6,0.566,0.002,0.152,0
0.111,0.123,0.331,0.229,0.173,0.488,0.619,0.573,0.201,0.317,0
0.123,0.067,0.235,0.28,0.208,0.483,0.642,0.565,0.047,0.359,0
0.077,0.069,0.222,0.423,0.29,0.46,0.629,0.573,0.246,0.461,0
0.054,0.026,0.072,0.822,0.603,0.42,0.562,0.551,0.224,0.391,0
0.112,0.098,0.328,0.193,0.143,0.448,0.562,0.504,0.01,0.286,0
0.053,0.026,0.048,0.812,0.673,0.422,0.556,0.517,0.048,0.27,0
0.147,0.133,0.426,0.146,0.105,0.446,0.656,0.614,0.413,0.295,0
0.067,0.058,0.219,0.496,0.408,0.454,0.604,0.505,0.02,0.359,0
0.241,0.175,0.409,0.271,0.248,0.415,0.499,0.623,0.092,0.616,0
0.205,0.082,0.45,0.196,0.145,0.382,0.68,0.568,0.021,0.535,0
0.061,0.038,0.14,0.561,0.446,0.46,0.556,0.546,0.174,0.209,0
0.069,0.059,0.154,0.445,0.335,0.481,0.562,0.497,0.376,0.394,0
0.142,0.057,0.277,0.475,0.38,0.409,0.644,0.558,0.006,0.594,0
0.088,0.074,0.252,0.346,0.272,0.406,0.561,0.562,0.119,0.407,0
0.141,0.154,0.429,0.218,0.169,0.465,0.661,0.598,0.106,0.086,0
0.288,0.114,0.486,0.28,0.216,0.439,0.622,0.578,0.015,0.72,0
0.266,0.252,0.667,0.076,0.063,0.453,0.749,0.378,0.598,0.115,0
0.071,0.054,0.18,0.438,0.316,0.427,0.606,0.52,0.232,0.335,0
0.026,0.044,0.042,0.827,0.554,0.458,0.576,0.503,0.159,0.402,0
0.096,0.067,0.298,0.313,0.22,0.48,0.553,0.555,0.112,0.446,0
0.041,0.037,0.125,0.769,0.75,0.448,0.559,0.509,0.282,0.441,0
0.215,0.075,0.358,0.216,0.163,0.448,0.694,0.501,0.059,0.526,0
0.048,0.064,0.183,0.565,0.414,0.467,0.602,0.511,0.098,0.366,0
0.045,0.05,0.115,0.573,0.404,0.445,0.564,0.555,0.464,0.393,0
0.269,0.115,0.533,0.193,0.164,0.439,0.692,0.481,0.037,0.653,0
0.051,0.026,0.06,0.849,0.717,0.462,0.61,0.518,0.211,0.311,0
0.153,0.059,0.226,0.306,0.229,0.412,0.523,0.55,0.06,0.329,0
0.21,0.061,0.264,0.285,0.203,0.389,0.471,0.515,0.039,0.422,0
0.097,0.04,0.098,0.692,0.524,0.471,0.627,0.554,0.216,0.269,0
0.053,0.06,0.129,0.552,0.375,0.454,0.616,0.56,0.958,0.201,0
0.081,0.071,0.206,0.483,0.395,0.45,0.635,0.584,0.335,0.323,0
0.23,0.099,0.414,0.2,0.14,0.497,0.73,0.569,0.031,0.448,0
0.282,0.095,0.398,0.182,0.163,0.399,0.73,0.485,0.071,0.578,0
0.055,0.039,0.11,0.636,0.427,0.473,0.556,0.514,0.525,0.313,0
0.052,0.05,0.144,0.503,0.34,0.472,0.572,0.555,0.118,0.278,0
0.145,0.101,0.327,0.191,0.134,0.452,0.636,0.496,0.096,0.274,0
0.026,0.043,0.042,0.836,0.64,0.429,0.594,0.561,0.554,0.297,0
0.093,0.078,0.285,0.284,0.222,0.45,0.576,0.577,0.221,0.374,0
0.081,0.08,0.229,0.487,0.363,0.469,0.631,0.49,0.16,0.291,0
0.106,0.102,0.382,0.209,0.181,0.452,0.616,0.526,0.211,0.331,0
0.261,0.118,0.417,0.175,0.131,0.539,0.711,0.494,0.103,0.563,0
0.191,0.112,0.341,0.234,0.197,0.406,0.674,0.473,0.045,0.587,0
0.049,0.024,0.071,0.9,0.846,0.459,0.614,0.549,0.443,0.357,0
0.044,0.039,0.085,0.664,0.53,0.422,0.561,0.525,0.38,0.264,0
0.084,0.051,0.182,0.481,0.372,0.473,0.544,0.564,0.188,0.335,0
0.055,0.045,0.131,0.644,0.53,0.418,0.564,0.516,0.181,0.434,0
0.088,0.045,0.193,0.402,0.3,0.47,0.623,0.515,0.042,0.371,0
0.059,0.052,0.133,0.52,0.393,0.469,0.595,0.513,0.413,0.181,0
0.045,0.064,0.186,0.54,0.446,0.441,0.575,0.502,0.432,0.38,0
0.044,0.05,0.168,0.591,0.411,0.459,0.602,0.523,0.274,0.143,0
0.081,0.054,0.169,0.43,0.296,0.482,0.613,0.51,0.211,0.331,0
0.066,0.038,0.139,0.687,0.566,0.427,0.56,0.518,0.686,0.208,0
0.167,0.073,0.305,0.196,0.14,0.463,0.655,0.564,0.115,0.403,0
0.072,0.05,0.139,0.546,0.377,0.421,0.577,0.521,0.053,0.47,0
0.222,0.092,0.386,0.173,0.131,0.516,0.698,0.569,0.038,0.451,0
0.057,0.058,0.168,0.626,0.438,0.43,0.555,0.556,0.025,0.392,0
0.156,0.1,0.459,0.243,0.198,0.492,0.66,0.571,0.047,0.496,0
0.056,0.042,0.166,0.667,0.593,0.454,0.618,0.557,0.47,0.424,0
0.19,0.106,0.362,0.3,0.233,0.416,0.631,0.473,0.029,0.632,0
0.024,0.047,0.08,0.75,0.512,0.46,0.563,0.531,0.669,0.172,0
0.082,0.058,0.11,0.519,0.376,0.416,0.54,0.554,0.255,0.216,0
0.069,0.078,0.245,0.389,0.303,0.455,0.6,0.577,0.044,0.3,0
0.072,0.084,0.248,0.346,0.244,0.411,0.573,0.58,0.074,0.399,0
0.037,0.044,0.114,0.698,0.576,0.441,0.592,0.554,0.353,0.499,0
0.268,0.1,0.361,0.36,0.274,0.439,0.639,0.459,0.029,0.72,0
0.076,0.044,0.128,0.509,0.347,0.467,0.544,0.524,0.847,0.427,0
0.074,0.051,0.18,0.432,0.35,0.442,0.564,0.524,0.065,0.209,0
0.06,0.048,0.223,0.591,0.454,0.449,0.612,0.515,0.322,0.319,0
0.107,0.068,0.33,0.292,0.208,0.421,0.594,0.506,0.022,0.376,0
0.179,0.096,0.336,0.258,0.2,0.387,0.647,0.569,0.046,0.561,0
0.121,0.091,0.294,0.279,0.2,0.438,0.644,0.587,0.072,0.586,0
0.229,0.081,0.284,0.406,0.343,0.361,0.537,0.47,0.06,0.68,0
0.21,0.079,0.305,0.331,0.261,0.393,0.66,0.559,0.003,0.56,0
0.077,0.064,0.117,0.515,0.386,0.472,0.625,0.571,0.284,0.504,0
0.037,0.045,0.103,0.655,0.505,0.446,0.57,0.55,0.372,0.259,0
0.163,0.039,0.193,0.393,0.281,0.393,0.52,0.52,0.001,0.272,0
0.082,0.057,0.244,0.416,0.286,0.449,0.535,0.561,0.157,0.391,0
0.097,0.093,0.301,0.27,0.187,0.436,0.6,0.579,0.902,0.087,0
0.062,0.063,0.205,0.54,0.367,0.473,0.617,0.493,0.195,0.424,0
0.115,0.038,0.153,0.476,0.322,0.487,0.643,0.51,0.004,0.426,0
0.241,0.1,0.476,0.188,0.146,0.495,0.718,0.567,0.022,0.53,0
0.084,0.069,0.223,0.338,0.234,0.392,0.622,0.557,0.306,0.384,0
0.124,0.103,0.344,0.245,0.183,0.454,0.651,0.593,0.088,0.233,0
0.139,0.116,0.492,0.207,0.154,0.47,0.656,0.497,0.185,0.171,0
0.045,0.071,0.085,0.6,0.414,0.47,0.557,0.577,0.467,0.301,0
0.235,0.096,0.265,0.274,0.191,0.422,0.718,0.569,0.051,0.645,0
0.058,0.037,0.127,0.738,0.579,0.417,0.597,0.518,0.271,0.212,0
0.064,0.04,0.13,0.519,0.354,0.447,0.617,0.515,0.0,0.384,0
0.094,0.055,0.151,0.433,0.305,0.446,0.613,0.495,0.023,0.474,0
0.053,0.059,0.158,0.494,0.394,0.467,0.606,0.55,0.35,0.335,0
0.207,0.088,0.424,0.277,0.208,0.397,0.682,0.582,0.012,0.632,0
0.044,0.037,0.126,0.761,0.69,0.446,0.559,0.515,0.712,0.434,0
0.046,0.07,0.173,0.474,0.389,0.458,0.611,0.565,0.909,0.226,0
0.152,0.085,0.288,0.363,0.307,0.383,0.525,0.58,0.007,0.56,0
0.109,0.081,0.284,0.342,0.235,0.457,0.568,0.492,0.087,0.384,0
0.202,0.057,0.317,0.326,0.264,0.498,0.704,0.52,0.007,0.426,0
0.125,0.082,0.34,0.187,0.139,0.468,0.622,0.573,0.036,0.267,0
0.121,0.068,0.186,0.399,0.284,0.402,0.549,0.579,0.206,0.338,0
0.17,0.154,0.526,0.137,0.106,0.485,0.666,0.499,0.143,0.206,0
0.048,0.05,0.152,0.604,0.513,0.456,0.612,0.521,0.142,0.414,0
0.078,0.06,0.207,0.388,0.279,0.448,0.609,0.553,0.266,0.267,0
0.056,0.034,0.146,0.729,0.569,0.421,0.549,0.505,0.068,0.351,0
0.252,0.041,0.213,0.499,0.402,0.376,0.675,0.509,0.064,0.637,0
0.101,0.077,0.298,0.324,0.227,0.461,0.642,0.546,0.097,0.399,0
0.266,0.198,0.515,0.128,0.099,0.472,0.727,0.699,0.073,0.547,0
0.161,0.083,0.371,0.226,0.167,0.489,0.675,0.511,0.023,0.458,0
0.118,0.087,0.337,0.224,0.156,0.502,0.625,0.507,0.039,0.34,0
0.07,0.069,0.152,0.377,0.257,0.437,0.595,0.492,0.348,0.32,0
0.026,0.043,0.076,0.831,0.649,0.429,0.594,0.508,0.706,0.462,0
0.201,0.093,0.484,0.188,0.147,0.5,0.707,0.517,0.046,0.455,0
0.15,0.066,0.212,0.373,0.256,0.5,0.646,0.5,0.023,0.491,0
0.1,0.062,0.271,0.304,0.233,0.45,0.532,0.551,0.068,0.41,0
0.041,0.065,0.137,0.568,0.4,0.458,0.61,0.501,0.411,0.287,0
0.085,0.05,0.195,0.479,0.344,0.46,0.621,0.556,0.228,0.424,0
0.112,0.066,0.276,0.281,0.198,0.478,0.62,0.493,0.122,0.413,0
0.053,0.026,0.053,0.8,0.631,0.421,0.558,0.551,0.308,0.297,0
0.052,0.026,0.038,0.798,0.624,0.465,0.605,0.517,0.114,0.362,0
0.062,0.043,0.189,0.563,0.38,0.436,0.547,0.543,0.072,0.422,0
0.061,0.05,0.167,0.445,0.311,0.464,0.573,0.518,0.247,0.267,0
0.206,0.103,0.471,0.171,0.124,0.487,0.708,0.573,0.17,0.355,0
0.054,0.048,0.105,0.512,0.377,0.471,0.597,0.561,0.493,0.169,0
0.276,0.168,0.622,0.089,0.07,0.376,0.736,0.489,0.045,0.587,0
0.25,0.115,0.461,0.297,0.243,0.479,0.658,0.565,0.025,0.758,0
0.051,0.028,0.079,0.752,0.5,0.444,0.572,0.55,0.153,0.431,0
0.182,0.059,0.268,0.221,0.165,0.479,0.669,0.517,0.041,0.338,0
0.063,0.047,0.161,0.461,0.351,0.437,0.554,0.517,0.018,0.144,0
0.04,0.043,0.068,0.661,0.525,0.444,0.572,0.552,0.914,0.37,0
0.209,0.073,0.4,0.308,0.247,0.482,0.698,0.513,0.007,0.476,0
0.232,0.127,0.504,0.107,0.079,0.489,0.672,0.587,0.036,0.458,0
0.048,0.04,0.104,0.692,0.555,0.439,0.609,0.553,0.215,0.25,0
0.214,0.112,0.498,0.185,0.138,0.468,0.594,0.502,0.001,0.568,0
0.328,0.194,0.676,0.073,0.06,0.569,0.727,0.48,0.012,0.581,0
0.202,0.108,0.371,0.217,0.16,0.495,0.649,0.478,0.021,0.592,0
0.212,0.116,0.499,0.116,0.087,0.503,0.693,0.48,0.085,0.403,0
0.028,0.041,0.068,0.888,0.593,0.458,0.586,0.565,0.533,0.363,0
0.102,0.062,0.176,0.34,0.27,0.428,0.623,0.566,0.135,0.385,0
0.098,0.054,0.268,0.39,0.264,0.447,0.639,0.554,0.033,0.32,0
0.222,0.057,0.249,0.394,0.346,0.37,0.69,0.51,0.137,0.537,0
0.067,0.088,0.193,0.401,0.336,0.446,0.544,0.495,0.34,0.321,0
0.028,0.04,0.072,0.903,0.68,0.457,0.593,0.564,0.046,0.267,0
0.105,0.063,0.201,0.468,0.353,0.459,0.625,0.507,0.246,0.138,0
0.027,0.04,0.071,0.893,0.728,0.456,0.594,0.562,0.288,0.398,0
0.081,0.039,0.156,0.581,0.411,0.404,0.61,0.548,0.023,0.23,0
0.265,0.089,0.29,0.35,0.29,0.337,0.7,0.473,0.111,0.448,0
0.064,0.056,0.157,0.472,0.367,0.447,0.616,0.506,0.341,0.365,0
0.218,0.109,0.421,0.249,0.208,0.431,0.696,0.497,0.032,0.638,0
0.117,0.094,0.358,0.22,0.164,0.44,0.543,0.496,0.034,0.294,0
0.078,0.107,0.223,0.31,0.24,0.449,0.619,0.574,0.568,0.231,0
0.035,0.045,0.103,0.69,0.588,0.445,0.575,0.513,0.147,0.327,0
0.081,0.069,0.195,0.428,0.387,0.464,0.625,0.508,0.119,0.407,0
0.106,0.073,0.301,0.339,0.263,0.465,0.653,0.554,0.159,0.465,0
0.046,0.028,0.08,0.903,0.62,0.423,0.559,0.523,0.185,0.224,0
0.1,0.057,0.158,0.443,0.3,0.468,0.613,0.568,0.202,0.266,0
0.239,0.082,0.404,0.223,0.189,0.468,0.716,0.564,0.024,0.487,0
0.242,0.113,0.449,0.203,0.174,0.406,0.688,0.563,0.001,0.587,0
0.148,0.107,0.157,0.707,0.585,0.408,0.499,0.482,0.098,0.647,0
0.062,0.047,0.147,0.454,0.348,0.434,0.56,0.521,0.092,0.32,0
0.077,0.068,0.229,0.472,0.389,0.452,0.545,0.57,0.124,0.396,0
0.058,0.083,0.253,0.41,0.316,0.454,0.601,0.575,0.038,0.356,0
0.089,0.079,0.305,0.337,0.254,0.462,0.621,0.554,0.188,0.402,0
0.163,0.185,0.59,0.129,0.101,0.472,0.677,0.589,0.044,0.239,0
0.182,0.068,0.429,0.315,0.258,0.382,0.663,0.508,0.048,0.601,0
0.047,0.051,0.145,0.567,0.409,0.43,0.566,0.546,0.776,0.192,0
0.092,0.049,0.2,0.474,0.331,0.47,0.549,0.566,0.027,0.43,0
0.085,0.045,0.206,0.397,0.287,0.471,0.607,0.517,0.083,0.428,0
0.146,0.072,0.285,0.227,0.161,0.445,0.505,0.545,0.038,0.366,0
0.252,0.138,0.573,0.153,0.111,0.428,0.703,0.596,0.008,0.628,0
0.117,0.067,0.205,0.335,0.251,0.391,0.631,0.563,0.155,0.254,0
0.266,0.174,0.584,0.122,0.109,0.398,0.721,0.609,0.09,0.589,0
0.21,0.112,0.461,0.139,0.102,0.482,0.706,0.493,0.034,0.344,0
0.025,0.047,0.018,0.777,0.523,0.458,0.571,0.563,0.392,0.173,0
0.129,0.106,0.284,0.262,0.181,0.505,0.632,0.472,0.325,0.296,0
0.069,0.063,0.216,0.354,0.265,0.445,0.552,0.5,0.131,0.187,0
0.169,0.108,0.503,0.145,0.105,0.495,0.657,0.574,0.062,0.372,0
0.052,0.027,0.062,0.764,0.539,0.467,0.598,0.55,0.739,0.12,0
0.187,0.098,0.406,0.183,0.16,0.492,0.673,0.555,0.02,0.463,0
0.054,0.026,0.105,0.825,0.656,0.422,0.557,0.551,0.525,0.307,0
0.069,0.044,0.158,0.483,0.384,0.477,0.607,0.52,0.049,0.406,0
0.055,0.025,0.078,0.842,0.567,0.418,0.571,0.516,0.044,0.314,0
0.287,0.111,0.454,0.169,0.146,0.389,0.651,0.584,0.022,0.573,0
0.279,0.121,0.541,0.151,0.113,0.357,0.71,0.481,0.002,0.588,0
0.048,0.043,0.089,0.654,0.469,0.436,0.613,0.557,0.31,0.46,0
0.117,0.054,0.147,0.577,0.439,0.47,0.608,0.505,0.231,0.528,0
0.055,0.048,0.157,0.587,0.392,0.468,0.594,0.559,0.167,0.319,0
0.048,0.051,0.139,0.554,0.382,0.456,0.593,0.527,0.655,0.217,0
0.065,0.0,0.059,0.822,0.615,0.47,0.607,0.534,0.182,0.371,0
0.07,0.046,0.169,0.501,0.397,0.449,0.62,0.505,0.058,0.315,0
0.3,0.092,0.514,0.142,0.109,0.49,0.764,0.488,0.003,0.494,0
0.105,0.032,0.129,0.609,0.5,0.483,0.633,0.521,0.018,0.45,0
0.157,0.077,0.374,0.287,0.235,0.366,0.637,0.495,0.035,0.504,0
0.128,0.077,0.316,0.223,0.158,0.483,0.628,0.495,0.03,0.239,0
0.139,0.065,0.34,0.372,0.338,0.48,0.656,0.501,0.059,0.412,0
0.196,0.053,0.221,0.286,0.217,0.494,0.684,0.557,0.019,0.321,0
0.066,0.068,0.296,0.473,0.323,0.472,0.627,0.572,0.017,0.32,0
0.068,0.096,0.234,0.276,0.191,0.446,0.543,0.5,0.371,0.445,0
0.041,0.042,0.07,0.647,0.505,0.444,0.573,0.551,0.68,0.441,0
0.067,0.072,0.262,0.427,0.358,0.451,0.559,0.497,0.153,0.235,0
0.135,0.062,0.227,0.363,0.265,0.494,0.608,0.497,0.049,0.368,0
0.052,0.027,0.058,0.754,0.511,0.418,0.571,0.517,0.195,0.164,0
0.28,0.134,0.392,0.172,0.14,0.429,0.664,0.485,0.03,0.637,0
0.101,0.098,0.364,0.257,0.178,0.428,0.547,0.561,0.837,0.088,0
0.092,0.089,0.296,0.306,0.215,0.491,0.629,0.496,0.079,0.258,0
0.167,0.085,0.291,0.249,0.18,0.481,0.676,0.578,0.053,0.339,0
0.124,0.084,0.346,0.273,0.223,0.476,0.657,0.502,0.056,0.538,0
0.093,0.082,0.32,0.352,0.268,0.457,0.636,0.502,0.046,0.304,0
0.06,0.06,0.176,0.563,0.458,0.439,0.547,0.496,0.394,0.055,0
0.104,0.062,0.236,0.375,0.255,0.497,0.544,0.566,0.026,0.231,0
0.094,0.06,0.245,0.365,0.305,0.464,0.628,0.545,0.095,0.362,0
0.077,0.025,0.172,0.637,0.456,0.432,0.556,0.544,0.112,0.341,0
0.039,0.044,0.135,0.631,0.453,0.442,0.594,0.546,0.584,0.341,0
0.107,0.06,0.296,0.271,0.2,0.466,0.552,0.527,0.223,0.171,0
0.061,0.062,0.194,0.557,0.477,0.458,0.616,0.559,0.159,0.132,0
0.125,0.124,0.48,0.18,0.128,0.488,0.653,0.487,0.129,0.332,0
0.181,0.098,0.46,0.19,0.154,0.374,0.65,0.503,0.044,0.521,0
0.038,0.044,0.081,0.643,0.51,0.444,0.572,0.517,0.148,0.431,0
0.062,0.089,0.204,0.368,0.292,0.45,0.614,0.562,0.471,0.283,0
0.058,0.058,0.135,0.564,0.383,0.432,0.556,0.563,0.242,0.335,0
0.273,0.126,0.556,0.132,0.103,0.373,0.719,0.489,0.027,0.541,0
0.124,0.126,0.443,0.188,0.132,0.445,0.647,0.582,0.423,0.13,0
0.047,0.07,0.165,0.561,0.448,0.43,0.555,0.559,0.547,0.494,0
0.076,0.047,0.23,0.536,0.434,0.453,0.55,0.547,0.848,0.054,0
0.053,0.038,0.082,0.663,0.495,0.445,0.556,0.51,0.119,0.164,0
0.227,0.058,0.213,0.295,0.204,0.528,0.716,0.505,0.138,0.499,0
0.063,0.045,0.132,0.58,0.493,0.447,0.613,0.505,0.142,0.339,0
0.213,0.082,0.313,0.213,0.167,0.423,0.686,0.486,0.121,0.443,0
0.046,0.068,0.164,0.446,0.314,0.431,0.599,0.496,0.139,0.365,0
0.049,0.027,0.043,0.848,0.61,0.422,0.559,0.519,0.843,0.2,0
0.072,0.077,0.247,0.33,0.273,0.455,0.616,0.565,0.227,0.4,0
0.29,0.13,0.62,0.115,0.085,0.402,0.707,0.515,0.022,0.601,0
0.293,0.098,0.335,0.335,0.244,0.4,0.649,0.473,0.005,0.678,0
0.215,0.122,0.378,0.232,0.167,0.415,0.445,0.472,0.331,0.497,0
0.081,0.091,0.201,0.397,0.275,0.415,0.541,0.576,0.301,0.259,0
0.054,0.039,0.076,0.683,0.548,0.423,0.548,0.504,0.704,0.291,0
0.047,0.058,0.166,0.528,0.421,0.446,0.564,0.549,0.216,0.327,0
0.07,0.066,0.211,0.411,0.277,0.447,0.625,0.518,0.071,0.125,0
0.252,0.067,0.313,0.324,0.222,0.541,0.707,0.501,0.002,0.516,0
0.161,0.121,0.388,0.307,0.27,0.404,0.653,0.583,0.071,0.609,0
0.33,0.139,0.303,0.191,0.135,0.543,0.68,0.588,0.098,0.471,0
0.071,0.073,0.217,0.41,0.298,0.438,0.617,0.501,0.584,0.328,0
0.246,0.111,0.362,0.271,0.19,0.436,0.675,0.613,0.005,0.67,0
0.027,0.044,0.068,0.842,0.573,0.429,0.589,0.564,0.163,0.308,0
0.04,0.043,0.075,0.651,0.505,0.442,0.593,0.517,0.198,0.106,0
0.037,0.045,0.16,0.664,0.452,0.445,0.571,0.525,0.137,0.432,0
0.064,0.056,0.164,0.575,0.427,0.452,0.615,0.563,0.143,0.33,0
0.105,0.068,0.24,0.301,0.208,0.454,0.538,0.564,0.09,0.398,0
0.095,0.086,0.392,0.239,0.17,0.42,0.555,0.556,0.007,0.368,0
0.3,0.197,0.685,0.085,0.066,0.475,0.712,0.458,0.038,0.585,0
0.073,0.027,0.061,0.586,0.397,0.453,0.604,0.527,0.144,0.132,0
0.077,0.039,0.123,0.532,0.359,0.483,0.559,0.541,0.327,0.096,0
0.065,0.073,0.234,0.363,0.26,0.468,0.613,0.5,0.103,0.3,0
0.067,0.064,0.229,0.461,0.428,0.452,0.568,0.566,0.046,0.352,0
0.193,0.084,0.352,0.336,0.272,0.383,0.687,0.578,0.045,0.54,0
0.064,0.058,0.13,0.585,0.391,0.425,0.61,0.49,0.811,0.052,0
0.153,0.074,0.402,0.219,0.152,0.488,0.665,0.563,0.019,0.429,0
0.034,0.044,0.112,0.73,0.662,0.441,0.576,0.511,0.029,0.417,0
0.182,0.093,0.417,0.244,0.18,0.483,0.683,0.557,0.054,0.479,0
0.236,0.146,0.555,0.23,0.171,0.472,0.665,0.485,0.016,0.788,0
0.292,0.079,0.356,0.36,0.292,0.364,0.488,0.582,0.012,0.682,0
0.059,0.06,0.196,0.474,0.392,0.426,0.563,0.554,0.269,0.504,0
0.025,0.046,0.092,0.794,0.535,0.428,0.592,0.563,0.734,0.43,0
0.083,0.063,0.142,0.369,0.25,0.442,0.626,0.497,0.126,0.177,0
0.195,0.1,0.386,0.207,0.147,0.421,0.692,0.502,0.004,0.432,0
0.205,0.074,0.327,0.227,0.177,0.46,0.503,0.512,0.013,0.491,0
0.054,0.063,0.182,0.49,0.351,0.45,0.598,0.514,0.218,0.443,0
0.08,0.087,0.247,0.329,0.241,0.449,0.613,0.555,0.308,0.231,0
0.026,0.044,0.046,0.825,0.648,0.457,0.569,0.51,0.494,0.419,0
0.026,0.039,0.085,0.89,0.799,0.455,0.596,0.557,0.132,0.418,0
0.071,0.036,0.126,0.55,0.428,0.412,0.546,0.515,0.224,0.519,0
0.098,0.074,0.213,0.302,0.211,0.474,0.634,0.497,0.121,0.514,0
0.05,0.027,0.042,0.846,0.64,0.464,0.607,0.549,0.215,0.101,0
0.027,0.041,0.076,0.88,0.7,0.43,0.573,0.562,0.58,0.218,0
0.054,0.043,0.073,0.627,0.466,0.422,0.548,0.561,0.088,0.233,0
0.166,0.101,0.415,0.249,0.191,0.456,0.637,0.484,0.051,0.448,0
0.267,0.128,0.455,0.241,0.169,0.411,0.485,0.604,0.025,0.62,0
0.065,0.038,0.158,0.585,0.507,0.435,0.549,0.556,0.331,0.173,0
0.234,0.115,0.363,0.196,0.138,0.478,0.713,0.48,0.099,0.561,0
0.115,0.074,0.255,0.411,0.286,0.48,0.658,0.561,0.188,0.499,0
0.065,0.073,0.153,0.379,0.279,0.439,0.544,0.568,0.034,0.408,0
0.123,0.096,0.364,0.205,0.156,0.478,0.629,0.483,0.055,0.289,0
0.351,0.087,0.271,0.219,0.157,0.354,0.402,0.507,0.679,0.279,0
0.248,0.17,0.542,0.144,0.108,0.405,0.704,0.605,0.004,0.586,0
0.068,0.059,0.159,0.415,0.336,0.45,0.618,0.512,0.382,0.28,0
0.107,0.06,0.252,0.439,0.335,0.487,0.645,0.504,0.055,0.306,0
0.1,0.08,0.281,0.308,0.273,0.475,0.628,0.557,0.043,0.279,0
0.05,0.051,0.116,0.549,0.388,0.458,0.597,0.528,0.031,0.272,0
0.129,0.061,0.295,0.271,0.187,0.472,0.636,0.503,0.089,0.324,0
0.06,0.069,0.196,0.405,0.307,0.436,0.574,0.561,0.486,0.3,0
0.223,0.111,0.515,0.168,0.139,0.357,0.666,0.515,0.063,0.486,0
0.08,0.052,0.201,0.428,0.342,0.47,0.607,0.507,0.143,0.173,0
0.096,0.048,0.198,0.451,0.314,0.472,0.554,0.546,0.01,0.321,0
0.082,0.095,0.233,0.361,0.285,0.428,0.552,0.496,0.844,0.193,0
0.087,0.064,0.25,0.324,0.257,0.436,0.569,0.557,0.04,0.42,0
0.237,0.084,0.453,0.253,0.195,0.501,0.735,0.497,0.024,0.497,0
0.202,0.091,0.328,0.231,0.169,0.404,0.663,0.507,0.011,0.646,0
0.193,0.078,0.387,0.307,0.212,0.478,0.722,0.506,0.068,0.467,0
0.043,0.041,0.079,0.61,0.425,0.42,0.567,0.524,0.998,0.454,0
0.026,0.039,0.072,0.894,0.821,0.454,0.596,0.556,0.847,0.243,0
0.095,0.078,0.353,0.325,0.299,0.438,0.615,0.56,0.228,0.304,0
0.1,0.129,0.363,0.192,0.142,0.388,0.605,0.459,0.186,0.193,0
0.083,0.049,0.169,0.544,0.453,0.463,0.619,0.565,0.76,0.086,0
0.179,0.124,0.403,0.139,0.102,0.456,0.639,0.508,0.095,0.246,0
0.098,0.068,0.281,0.322,0.232,0.462,0.637,0.55,0.13,0.403,0
