0,1,2,3,4,5,6,7,label
1.0,0.419,0.395,0.08,0.081,0.057,0.065,0.078,0
1.0,0.074,0.067,0.031,0.003,0.003,0.008,0.002,0
1.0,0.142,0.126,0.04,0.009,0.008,0.013,0.007,0
1.0,0.318,0.286,0.044,0.05,0.045,0.05,0.043,0
0.5,0.405,0.395,0.071,0.099,0.094,0.095,0.078,0
0.5,0.547,0.546,0.106,0.215,0.181,0.184,0.183,0
1.0,0.514,0.529,0.111,0.153,0.134,0.166,0.143,1
0.0,0.473,0.454,0.088,0.116,0.091,0.095,0.108,0
1.0,0.541,0.513,0.097,0.161,0.118,0.126,0.143,1
0.5,0.486,0.496,0.106,0.162,0.128,0.131,0.128,2
0.5,0.291,0.261,0.066,0.097,0.075,0.088,0.033,0
0.0,0.419,0.403,0.084,0.118,0.098,0.123,0.088,0
0.0,0.534,0.538,0.102,0.15,0.113,0.099,0.148,0
0.5,0.574,0.58,0.111,0.203,0.16,0.165,0.183,1
1.0,0.439,0.429,0.088,0.044,0.071,0.093,0.083,0
0.0,0.736,0.765,0.155,0.407,0.294,0.298,0.397,2
0.0,0.703,0.697,0.133,0.315,0.241,0.276,0.243,2
0.0,0.689,0.672,0.124,0.343,0.31,0.243,0.292,1
0.0,0.331,0.311,0.071,0.063,0.053,0.05,0.053,0
0.5,0.601,0.597,0.111,0.247,0.197,0.213,0.213,1
0.0,0.493,0.496,0.097,0.162,0.134,0.116,0.128,1
0.5,0.493,0.462,0.102,0.141,0.095,0.148,0.118,0
0.0,0.662,0.622,0.088,0.252,0.205,0.218,0.178,2
0.5,0.655,0.622,0.111,0.329,0.242,0.28,0.332,1
0.5,0.696,0.672,0.155,0.341,0.262,0.323,0.307,1
0.5,0.669,0.689,0.159,0.353,0.272,0.364,0.292,2
0.0,0.818,0.798,0.181,0.529,0.391,0.443,0.462,2
0.5,0.507,0.513,0.111,0.179,0.149,0.138,0.158,1
1.0,0.331,0.311,0.066,0.061,0.05,0.046,0.048,0
1.0,0.52,0.496,0.097,0.139,0.113,0.113,0.123,1
0.0,0.534,0.529,0.093,0.165,0.136,0.133,0.153,1
0.0,0.514,0.496,0.093,0.141,0.105,0.109,0.133,1
0.5,0.459,0.454,0.102,0.122,0.094,0.1,0.108,1
0.0,0.527,0.496,0.106,0.184,0.135,0.213,0.183,2
0.0,0.52,0.538,0.119,0.174,0.124,0.111,0.168,2
0.0,0.459,0.429,0.08,0.114,0.087,0.096,0.113,0
0.0,0.264,0.235,0.062,0.037,0.031,0.023,0.034,0
0.0,0.5,0.504,0.097,0.156,0.121,0.136,0.148,1
0.5,0.905,0.891,0.168,0.696,0.567,0.575,0.582,2
0.5,0.439,0.412,0.102,0.106,0.089,0.061,0.092,0
1.0,0.277,0.244,0.066,0.043,0.036,0.014,0.033,0
0.0,0.642,0.647,0.119,0.311,0.247,0.275,0.263,1
0.0,0.682,0.681,0.146,0.434,0.317,0.258,0.432,2
0.0,0.723,0.748,0.146,0.45,0.33,0.243,0.487,2
0.0,0.736,0.739,0.155,0.639,0.432,0.432,0.721,2
0.0,0.655,0.613,0.173,0.286,0.203,0.236,0.283,2
0.5,0.764,0.765,0.177,0.492,0.41,0.436,0.407,2
0.0,0.831,0.832,0.177,0.653,0.492,0.621,0.567,2
0.5,0.865,0.857,0.212,0.778,0.487,0.612,0.88,2
0.5,0.858,0.857,0.173,0.643,0.527,0.647,0.487,2
0.5,0.642,0.697,0.133,0.317,0.253,0.242,0.287,1
0.0,0.405,0.42,0.08,0.114,0.093,0.074,0.093,0
0.5,0.723,0.664,0.142,0.402,0.278,0.409,0.297,1
1.0,0.412,0.378,0.075,0.096,0.077,0.08,0.083,0
0.5,0.399,0.37,0.075,0.084,0.069,0.07,0.068,0
0.0,0.351,0.303,0.075,0.054,0.044,0.045,0.043,0
1.0,0.122,0.101,0.013,0.004,0.003,0.003,0.003,0
0.0,0.284,0.261,0.066,0.041,0.036,0.037,0.038,0
1.0,0.155,0.126,0.027,0.01,0.01,0.019,0.008,0
1.0,0.189,0.16,0.027,0.013,0.007,0.006,0.008,0
0.0,0.703,0.689,0.111,0.282,0.218,0.263,0.228,1
0.5,0.77,0.748,0.15,0.419,0.322,0.36,0.352,2
0.0,0.676,0.664,0.164,0.327,0.229,0.259,0.347,2
0.5,0.669,0.664,0.15,0.388,0.278,0.246,0.402,2
0.5,0.682,0.664,0.208,0.379,0.201,0.271,0.392,2
0.5,0.703,0.714,0.177,0.345,0.24,0.267,0.337,2
0.5,0.703,0.697,0.221,0.454,0.31,0.325,0.442,2
0.5,0.743,0.613,0.146,0.375,0.24,0.217,0.442,2
0.0,0.622,0.613,0.146,0.325,0.225,0.261,0.258,2
0.0,0.642,0.63,0.142,0.328,0.213,0.228,0.352,2
0.0,0.568,0.58,0.137,0.286,0.157,0.151,0.347,0
1.0,0.331,0.303,0.071,0.052,0.042,0.04,0.043,0
0.0,0.5,0.479,0.106,0.158,0.129,0.136,0.128,1
0.5,0.601,0.58,0.111,0.242,0.198,0.225,0.183,1
0.0,0.568,0.555,0.119,0.224,0.134,0.161,0.258,2
0.0,0.534,0.529,0.119,0.193,0.149,0.174,0.168,2
0.5,0.561,0.529,0.124,0.206,0.163,0.151,0.193,1
0.0,0.682,0.697,0.146,0.328,0.216,0.261,0.312,2
0.0,0.77,0.739,0.164,0.528,0.353,0.366,0.452,2
0.5,0.676,0.723,0.146,0.368,0.281,0.347,0.297,2
1.0,0.189,0.193,0.049,0.021,0.013,0.018,0.018,0
1.0,0.48,0.454,0.097,0.129,0.09,0.122,0.118,2
1.0,0.25,0.269,0.071,0.034,0.024,0.033,0.043,0
1.0,0.399,0.378,0.08,0.082,0.06,0.071,0.068,2
1.0,0.446,0.42,0.093,0.128,0.105,0.092,0.123,1
1.0,0.264,0.227,0.071,0.028,0.017,0.025,0.028,0
0.5,0.818,0.832,0.177,0.565,0.352,0.536,0.581,2
0.5,0.777,0.773,0.173,0.495,0.349,0.473,0.437,2
0.5,0.77,0.731,0.19,0.497,0.286,0.3,0.507,2
0.0,0.669,0.588,0.142,0.327,0.231,0.287,0.292,2
0.0,0.73,0.714,0.168,0.481,0.356,0.312,0.467,2
0.0,0.466,0.487,0.093,0.152,0.117,0.126,0.128,0
1.0,0.27,0.277,0.071,0.048,0.037,0.037,0.04,0
0.5,0.291,0.286,0.066,0.049,0.034,0.03,0.038,0
0.0,0.466,0.479,0.102,0.149,0.117,0.122,0.133,0
0.5,0.743,0.79,0.19,0.558,0.343,0.341,0.661,2
0.5,0.642,0.689,0.159,0.429,0.218,0.269,0.522,2
0.0,0.791,0.756,0.177,0.577,0.326,0.39,0.606,2
0.0,0.662,0.697,0.173,0.404,0.26,0.339,0.347,2
0.5,0.703,0.739,0.208,0.483,0.34,0.288,0.517,2
0.0,0.75,0.765,0.204,0.544,0.378,0.37,0.567,2
0.5,0.48,0.454,0.106,0.157,0.11,0.13,0.153,0
0.5,0.514,0.496,0.124,0.202,0.131,0.174,0.173,1
1.0,0.345,0.345,0.071,0.067,0.051,0.05,0.063,0
0.5,0.595,0.605,0.115,0.27,0.185,0.257,0.248,2
0.0,0.568,0.563,0.133,0.301,0.22,0.248,0.268,2
0.5,0.554,0.538,0.128,0.208,0.16,0.151,0.188,2
0.5,0.622,0.681,0.128,0.278,0.228,0.263,0.198,0
0.0,0.682,0.689,0.155,0.366,0.269,0.245,0.382,2
0.5,0.743,0.79,0.173,0.478,0.302,0.321,0.527,2
0.5,0.649,0.672,0.159,0.339,0.198,0.256,0.387,2
0.5,0.642,0.622,0.128,0.282,0.199,0.197,0.263,1
0.0,0.696,0.706,0.137,0.303,0.239,0.228,0.278,2
1.0,0.378,0.378,0.097,0.078,0.054,0.068,0.078,0
1.0,0.27,0.244,0.066,0.03,0.02,0.024,0.028,0
0.5,0.581,0.563,0.155,0.244,0.179,0.197,0.213,2
0.0,0.399,0.378,0.084,0.078,0.053,0.066,0.073,0
0.0,0.649,0.63,0.146,0.268,0.183,0.215,0.273,2
0.5,0.581,0.58,0.146,0.257,0.179,0.203,0.248,1
0.5,0.655,0.655,0.159,0.319,0.24,0.269,0.292,1
0.0,0.703,0.706,0.15,0.388,0.281,0.301,0.347,2
0.5,0.669,0.664,0.146,0.319,0.222,0.242,0.292,2
0.0,0.709,0.714,0.155,0.435,0.277,0.359,0.412,2
0.5,0.655,0.639,0.164,0.391,0.283,0.32,0.327,2
0.0,0.689,0.689,0.168,0.414,0.262,0.309,0.397,2
1.0,0.52,0.471,0.097,0.157,0.151,0.097,0.108,0
0.5,0.52,0.513,0.102,0.168,0.141,0.138,0.158,0
0.0,0.459,0.437,0.111,0.137,0.045,0.118,0.123,2
0.5,0.486,0.445,0.106,0.133,0.102,0.12,0.123,2
0.5,0.541,0.546,0.119,0.171,0.116,0.092,0.183,0
0.0,0.527,0.513,0.115,0.186,0.141,0.155,0.163,1
1.0,0.378,0.378,0.088,0.08,0.062,0.059,0.083,2
0.0,0.52,0.538,0.124,0.18,0.128,0.137,0.203,1
0.5,0.412,0.454,0.097,0.109,0.08,0.097,0.103,1
0.5,0.534,0.521,0.106,0.192,0.154,0.196,0.148,1
0.0,0.385,0.361,0.08,0.078,0.055,0.069,0.073,0
0.5,0.689,0.672,0.146,0.353,0.231,0.328,0.312,2
0.0,0.784,0.899,0.177,0.547,0.439,0.495,0.412,2
0.0,0.709,0.723,0.155,0.448,0.335,0.37,0.377,2
0.5,0.669,0.681,0.15,0.389,0.277,0.29,0.377,2
0.5,0.77,0.748,0.177,0.505,0.429,0.401,0.357,2
0.0,0.777,0.739,0.159,0.634,0.538,0.446,0.527,2
0.0,0.588,0.571,0.128,0.218,0.145,0.182,0.238,2
0.0,0.601,0.546,0.119,0.206,0.168,0.205,0.173,0
0.0,0.568,0.605,0.146,0.264,0.177,0.176,0.283,2
0.0,0.48,0.471,0.102,0.143,0.111,0.122,0.133,0
0.5,0.696,0.689,0.142,0.389,0.34,0.332,0.292,2
0.0,0.642,0.681,0.155,0.307,0.211,0.24,0.317,1
0.0,0.689,0.63,0.142,0.338,0.243,0.231,0.268,2
0.5,0.682,0.672,0.142,0.326,0.209,0.257,0.297,2
0.5,0.736,0.765,0.133,0.515,0.39,0.378,0.317,2
1.0,0.696,0.664,0.142,0.316,0.184,0.287,0.342,2
0.5,0.872,0.874,0.19,0.788,0.602,0.533,0.616,2
0.5,0.757,0.765,0.155,0.429,0.385,0.343,0.357,2
0.5,0.723,0.714,0.155,0.377,0.262,0.284,0.417,2
0.5,0.635,0.655,0.155,0.301,0.232,0.248,0.292,2
0.0,0.669,0.664,0.142,0.304,0.25,0.286,0.253,2
0.5,0.709,0.706,0.159,0.411,0.343,0.352,0.317,2
0.5,0.601,0.597,0.15,0.308,0.251,0.288,0.248,2
0.0,0.757,0.765,0.186,0.565,0.439,0.373,0.576,2
0.5,0.804,0.782,0.133,0.497,0.348,0.458,0.367,2
0.0,0.838,0.866,0.177,0.719,0.504,0.56,0.681,2
0.0,0.784,0.79,0.164,0.445,0.327,0.291,0.442,2
0.5,0.736,0.714,0.204,0.387,0.27,0.322,0.352,2
0.5,0.709,0.706,0.159,0.417,0.292,0.325,0.422,2
0.0,0.588,0.588,0.115,0.253,0.25,0.207,0.168,1
0.0,0.608,0.588,0.119,0.268,0.222,0.284,0.193,1
0.0,0.493,0.538,0.115,0.172,0.151,0.126,0.153,1
1.0,0.554,0.605,0.124,0.201,0.167,0.176,0.183,0
0.5,0.568,0.555,0.115,0.244,0.209,0.235,0.173,1
1.0,0.486,0.487,0.106,0.158,0.148,0.147,0.123,0
1.0,0.446,0.437,0.093,0.122,0.107,0.103,0.098,1
1.0,0.466,0.462,0.088,0.124,0.109,0.117,0.098,1
0.5,0.574,0.571,0.133,0.252,0.217,0.227,0.193,1
0.5,0.419,0.42,0.093,0.117,0.091,0.097,0.098,0
1.0,0.345,0.353,0.08,0.063,0.045,0.047,0.058,0
0.5,0.682,0.706,0.137,0.344,0.289,0.302,0.283,1
1.0,0.338,0.361,0.088,0.065,0.053,0.057,0.063,0
0.0,0.541,0.538,0.106,0.199,0.169,0.158,0.183,1
0.5,0.412,0.412,0.08,0.113,0.103,0.098,0.093,1
1.0,0.358,0.345,0.08,0.063,0.05,0.068,0.053,0
0.0,0.608,0.622,0.106,0.248,0.224,0.192,0.218,2
0.5,0.601,0.605,0.128,0.284,0.223,0.226,0.283,1
0.5,0.622,0.664,0.119,0.285,0.216,0.238,0.248,2
0.0,0.541,0.513,0.106,0.204,0.189,0.157,0.168,0
1.0,0.459,0.454,0.088,0.136,0.112,0.105,0.123,0
1.0,0.568,0.555,0.111,0.206,0.185,0.162,0.163,0
0.5,0.547,0.588,0.115,0.225,0.186,0.19,0.208,1
0.5,0.601,0.622,0.133,0.287,0.258,0.265,0.228,1
0.0,0.52,0.538,0.115,0.202,0.168,0.156,0.193,1
0.5,0.682,0.672,0.106,0.332,0.268,0.338,0.263,2
0.0,0.696,0.731,0.119,0.356,0.283,0.295,0.283,2
0.5,0.642,0.605,0.119,0.274,0.202,0.235,0.258,2
0.5,0.777,0.748,0.146,0.405,0.325,0.286,0.362,2
0.5,0.527,0.538,0.119,0.212,0.149,0.169,0.228,2
0.0,0.514,0.504,0.115,0.182,0.134,0.167,0.173,2
0.0,0.534,0.538,0.115,0.205,0.144,0.215,0.193,2
0.5,0.486,0.496,0.097,0.135,0.095,0.132,0.123,2
0.0,0.372,0.353,0.097,0.104,0.091,0.082,0.083,0
1.0,0.324,0.311,0.062,0.048,0.036,0.041,0.038,0
0.0,0.703,0.697,0.128,0.35,0.271,0.197,0.337,2
0.5,0.682,0.706,0.119,0.327,0.262,0.217,0.273,2
0.0,0.676,0.639,0.133,0.284,0.196,0.213,0.268,2
0.0,0.622,0.639,0.137,0.315,0.229,0.232,0.248,2
0.0,0.595,0.613,0.124,0.272,0.168,0.202,0.287,2
0.5,0.581,0.555,0.119,0.218,0.168,0.154,0.198,2
0.5,0.581,0.571,0.128,0.23,0.181,0.201,0.203,2
1.0,0.439,0.429,0.088,0.101,0.076,0.083,0.093,1
0.0,0.561,0.571,0.119,0.196,0.143,0.121,0.213,2
0.0,0.615,0.639,0.119,0.26,0.22,0.172,0.218,2
1.0,0.432,0.454,0.093,0.108,0.074,0.096,0.093,0
0.5,0.797,0.807,0.168,0.529,0.388,0.37,0.472,2
0.5,0.459,0.42,0.093,0.127,0.08,0.107,0.098,1
0.0,0.48,0.487,0.102,0.107,0.062,0.072,0.118,2
0.0,0.541,0.571,0.119,0.209,0.165,0.216,0.198,2
0.5,0.608,0.622,0.128,0.282,0.224,0.275,0.238,2
1.0,0.547,0.563,0.128,0.206,0.155,0.159,0.253,2
1.0,0.466,0.487,0.102,0.121,0.101,0.104,0.113,1
0.0,0.696,0.681,0.137,0.32,0.219,0.195,0.332,2
0.5,0.595,0.613,0.119,0.222,0.189,0.167,0.213,1
0.0,0.838,0.832,0.195,0.549,0.38,0.504,0.442,2
0.5,0.98,0.966,0.173,0.894,0.627,0.776,0.616,2
0.0,0.723,0.731,0.133,0.39,0.285,0.266,0.357,2
0.5,0.662,0.714,0.155,0.338,0.261,0.282,0.273,2
0.0,0.655,0.672,0.146,0.304,0.269,0.223,0.243,2
0.0,0.784,0.723,0.173,0.573,0.421,0.471,0.482,2
0.0,0.764,0.782,0.177,0.498,0.38,0.4,0.452,2
0.5,0.696,0.697,0.15,0.318,0.238,0.25,0.248,2
1.0,0.318,0.311,0.08,0.051,0.04,0.041,0.043,0
1.0,0.243,0.218,0.062,0.026,0.018,0.023,0.023,0
1.0,0.128,0.118,0.049,0.008,0.005,0.007,0.006,0
0.0,0.804,0.832,0.15,0.441,0.317,0.323,0.397,2
0.5,0.858,0.857,0.173,0.611,0.428,0.442,0.562,2
0.5,0.655,0.63,0.111,0.284,0.21,0.225,0.261,2
0.0,0.581,0.58,0.115,0.27,0.203,0.248,0.215,2
0.0,0.608,0.63,0.146,0.305,0.252,0.255,0.249,2
0.5,0.507,0.513,0.093,0.166,0.136,0.122,0.147,1
0.5,0.595,0.639,0.15,0.223,0.185,0.145,0.214,2
0.0,0.696,0.706,0.142,0.334,0.256,0.242,0.268,2
0.0,0.845,0.798,0.168,0.466,0.368,0.306,0.417,2
0.5,0.872,0.849,0.155,0.611,0.428,0.449,0.522,2
0.0,0.757,0.739,0.133,0.382,0.324,0.318,0.307,2
0.0,0.649,0.647,0.119,0.319,0.255,0.276,0.278,2
0.0,0.676,0.697,0.133,0.404,0.303,0.268,0.397,2
0.0,0.689,0.672,0.111,0.363,0.262,0.278,0.248,2
0.5,0.723,0.723,0.186,0.475,0.359,0.29,0.512,2
0.5,0.77,0.79,0.177,0.512,0.403,0.337,0.502,2
0.5,0.635,0.647,0.155,0.274,0.2,0.246,0.263,2
0.0,0.642,0.664,0.137,0.279,0.23,0.209,0.248,2
0.5,0.791,0.79,0.181,0.483,0.336,0.382,0.407,2
0.0,0.669,0.706,0.173,0.364,0.311,0.25,0.302,2
0.5,0.709,0.697,0.177,0.364,0.263,0.267,0.287,2
0.5,0.75,0.756,0.146,0.376,0.308,0.284,0.312,2
0.0,0.838,0.866,0.204,0.667,0.582,0.572,0.497,2
0.0,0.777,0.824,0.142,0.439,0.327,0.389,0.477,2
0.5,0.872,0.908,0.199,0.697,0.54,0.556,0.656,2
1.0,0.655,0.647,0.15,0.334,0.238,0.286,0.297,2
1.0,0.466,0.454,0.102,0.125,0.109,0.084,0.103,0
0.0,0.142,0.118,0.044,0.007,0.005,0.007,0.008,0
0.5,0.446,0.454,0.097,0.126,0.097,0.095,0.108,2
0.5,0.574,0.588,0.133,0.211,0.169,0.165,0.183,2
1.0,0.486,0.471,0.097,0.135,0.104,0.088,0.133,2
0.0,0.358,0.37,0.08,0.072,0.048,0.056,0.068,1
0.5,0.48,0.479,0.097,0.135,0.103,0.125,0.107,0
1.0,0.622,0.597,0.137,0.223,0.184,0.186,0.179,2
1.0,0.459,0.454,0.102,0.116,0.094,0.066,0.104,2
0.5,0.385,0.353,0.08,0.076,0.064,0.048,0.072,1
0.0,0.135,0.134,0.035,0.01,0.007,0.009,0.008,0
0.0,0.108,0.101,0.022,0.008,0.005,0.006,0.006,0
1.0,0.608,0.63,0.133,0.26,0.216,0.211,0.213,2
0.5,0.608,0.563,0.119,0.212,0.152,0.172,0.208,2
0.5,0.493,0.487,0.093,0.151,0.11,0.109,0.13,2
0.5,0.507,0.487,0.102,0.175,0.127,0.153,0.138,2
0.5,0.554,0.521,0.124,0.219,0.174,0.19,0.175,2
1.0,0.534,0.496,0.119,0.2,0.155,0.192,0.15,2
1.0,0.595,0.538,0.124,0.23,0.167,0.185,0.219,1
0.0,0.466,0.479,0.111,0.158,0.11,0.147,0.142,2
0.5,0.514,0.496,0.111,0.158,0.106,0.134,0.132,2
0.0,0.399,0.395,0.08,0.085,0.073,0.059,0.067,1
0.0,0.345,0.328,0.08,0.069,0.056,0.053,0.059,1
1.0,0.304,0.277,0.08,0.05,0.038,0.043,0.041,0
1.0,0.743,0.681,0.142,0.438,0.369,0.359,0.377,2
1.0,0.723,0.706,0.15,0.367,0.298,0.317,0.317,2
1.0,0.743,0.689,0.137,0.344,0.271,0.242,0.347,2
1.0,0.757,0.756,0.168,0.471,0.39,0.331,0.432,2
1.0,0.574,0.555,0.137,0.269,0.255,0.211,0.188,2
0.5,0.615,0.63,0.15,0.274,0.235,0.199,0.233,2
1.0,0.5,0.462,0.088,0.154,0.109,0.099,0.168,2
0.5,0.689,0.605,0.137,0.247,0.201,0.192,0.193,2
1.0,0.493,0.504,0.146,0.153,0.106,0.138,0.138,2
0.0,0.291,0.286,0.071,0.045,0.035,0.034,0.043,1
1.0,0.649,0.672,0.15,0.298,0.207,0.25,0.297,2
1.0,0.784,0.773,0.128,0.442,0.353,0.372,0.312,2
0.5,0.682,0.681,0.164,0.359,0.236,0.263,0.317,1
1.0,0.743,0.63,0.155,0.499,0.384,0.39,0.392,2
1.0,0.736,0.723,0.15,0.427,0.322,0.4,0.327,2
0.5,0.764,0.748,0.133,0.378,0.249,0.355,0.357,0
0.5,0.581,0.538,0.102,0.208,0.177,0.157,0.165,1
1.0,0.574,0.571,0.106,0.189,0.145,0.142,0.176,1
0.0,0.318,0.319,0.084,0.052,0.035,0.044,0.046,0
0.5,0.581,0.546,0.128,0.23,0.197,0.25,0.168,2
1.0,0.466,0.42,0.097,0.098,0.063,0.103,0.094,1
0.0,0.439,0.437,0.093,0.101,0.076,0.048,0.111,1
0.0,0.473,0.437,0.111,0.124,0.076,0.074,0.128,2
0.0,0.318,0.303,0.053,0.042,0.027,0.043,0.038,2
0.5,0.527,0.496,0.115,0.174,0.13,0.135,0.153,2
0.5,0.527,0.513,0.106,0.168,0.128,0.147,0.158,1
0.0,0.372,0.336,0.075,0.075,0.067,0.061,0.058,2
1.0,0.601,0.605,0.142,0.21,0.141,0.186,0.258,2
0.5,0.541,0.521,0.115,0.169,0.127,0.149,0.145,2
0.5,0.453,0.437,0.097,0.113,0.084,0.086,0.093,1
0.0,0.25,0.244,0.058,0.033,0.029,0.035,0.028,0
1.0,0.676,0.664,0.15,0.329,0.24,0.282,0.258,2
1.0,0.662,0.639,0.137,0.276,0.182,0.221,0.283,2
0.0,0.25,0.227,0.066,0.033,0.029,0.026,0.028,0
0.5,0.615,0.555,0.111,0.236,0.194,0.198,0.178,1
0.0,0.358,0.336,0.084,0.075,0.054,0.044,0.068,1
1.0,0.601,0.546,0.124,0.185,0.119,0.151,0.183,2
0.5,0.757,0.748,0.159,0.464,0.355,0.327,0.482,2
0.5,0.723,0.723,0.146,0.384,0.285,0.305,0.377,2
0.5,0.791,0.773,0.159,0.539,0.362,0.442,0.552,2
1.0,0.757,0.748,0.159,0.466,0.368,0.384,0.487,2
0.5,0.527,0.546,0.119,0.204,0.139,0.144,0.218,2
0.0,0.595,0.58,0.142,0.289,0.168,0.205,0.297,2
1.0,0.351,0.311,0.084,0.06,0.041,0.051,0.053,1
0.5,0.595,0.58,0.15,0.281,0.173,0.23,0.278,2
0.5,0.365,0.336,0.088,0.069,0.047,0.066,0.058,1
0.0,0.527,0.504,0.111,0.185,0.136,0.177,0.143,2
0.0,0.628,0.605,0.15,0.311,0.227,0.273,0.253,1
0.0,0.541,0.504,0.111,0.163,0.124,0.14,0.143,1
0.5,0.5,0.471,0.124,0.161,0.119,0.149,0.138,2
0.0,0.574,0.504,0.124,0.186,0.142,0.196,0.138,1
0.0,0.574,0.546,0.119,0.206,0.154,0.166,0.178,2
0.5,0.642,0.639,0.15,0.312,0.193,0.216,0.278,2
1.0,0.27,0.252,0.071,0.033,0.024,0.024,0.028,0
0.5,0.372,0.353,0.08,0.065,0.049,0.054,0.058,0
0.5,0.399,0.387,0.093,0.095,0.075,0.076,0.082,1
0.5,0.466,0.462,0.111,0.163,0.124,0.144,0.143,1
0.0,0.372,0.345,0.08,0.069,0.048,0.073,0.058,1
0.0,0.432,0.42,0.093,0.099,0.065,0.085,0.094,1
1.0,0.338,0.244,0.071,0.035,0.026,0.029,0.03,0
1.0,0.27,0.244,0.058,0.032,0.025,0.03,0.025,0
1.0,0.216,0.193,0.058,0.021,0.015,0.018,0.02,0
1.0,0.236,0.21,0.053,0.025,0.018,0.022,0.021,0
1.0,0.236,0.218,0.058,0.024,0.017,0.024,0.021,0
1.0,0.169,0.151,0.044,0.012,0.008,0.01,0.009,0
0.5,0.689,0.697,0.15,0.389,0.267,0.305,0.355,2
0.0,0.5,0.496,0.124,0.208,0.136,0.207,0.188,2
0.5,0.574,0.555,0.115,0.271,0.176,0.124,0.268,2
0.0,0.493,0.454,0.071,0.146,0.096,0.133,0.128,0
0.0,0.595,0.588,0.124,0.301,0.209,0.192,0.312,2
0.5,0.601,0.588,0.124,0.244,0.185,0.18,0.213,2
0.0,0.574,0.563,0.115,0.25,0.184,0.221,0.178,2
0.0,0.473,0.454,0.106,0.132,0.095,0.14,0.103,1
0.0,0.588,0.605,0.124,0.289,0.203,0.283,0.233,2
0.5,0.399,0.37,0.071,0.08,0.062,0.082,0.068,0
0.0,0.628,0.605,0.115,0.291,0.182,0.297,0.238,2
0.0,0.73,0.706,0.15,0.418,0.318,0.381,0.238,2
0.0,0.662,0.647,0.155,0.397,0.264,0.263,0.372,2
0.0,0.77,0.773,0.155,0.57,0.453,0.505,0.382,2
0.5,0.73,0.697,0.155,0.459,0.345,0.451,0.317,2
0.0,0.716,0.731,0.128,0.46,0.347,0.432,0.307,2
0.5,0.696,0.672,0.146,0.41,0.255,0.323,0.278,2
0.0,0.77,0.723,0.137,0.527,0.397,0.41,0.377,2
0.0,0.669,0.613,0.137,0.356,0.253,0.253,0.337,2
0.5,0.534,0.504,0.159,0.155,0.102,0.153,0.133,0
0.5,0.574,0.647,0.137,0.262,0.136,0.263,0.209,2
0.5,0.601,0.622,0.128,0.247,0.139,0.25,0.238,2
0.0,0.426,0.387,0.084,0.095,0.073,0.078,0.078,0
0.0,0.601,0.58,0.146,0.303,0.184,0.264,0.208,2
0.5,0.628,0.605,0.155,0.317,0.184,0.317,0.273,2
0.0,0.52,0.513,0.119,0.216,0.131,0.14,0.233,2
1.0,0.378,0.345,0.08,0.067,0.051,0.049,0.063,0
0.5,0.561,0.58,0.128,0.234,0.141,0.17,0.249,2
0.5,0.75,0.765,0.164,0.437,0.343,0.459,0.304,2
0.0,0.574,0.555,0.128,0.269,0.165,0.256,0.202,2
0.0,0.561,0.563,0.119,0.209,0.162,0.126,0.181,2
0.0,0.493,0.454,0.102,0.137,0.109,0.114,0.111,0
0.5,0.595,0.571,0.146,0.267,0.127,0.223,0.318,1
0.5,0.541,0.546,0.128,0.201,0.112,0.155,0.185,2
1.0,0.466,0.429,0.088,0.101,0.077,0.096,0.083,0
0.0,0.439,0.42,0.115,0.103,0.064,0.088,0.103,1
0.0,0.507,0.513,0.142,0.2,0.116,0.163,0.223,2
0.5,0.601,0.58,0.115,0.22,0.144,0.271,0.168,2
0.0,0.581,0.58,0.137,0.297,0.182,0.233,0.283,2
0.0,0.568,0.58,0.124,0.275,0.135,0.236,0.248,2
0.0,0.628,0.597,0.128,0.35,0.189,0.28,0.352,2
0.5,0.547,0.563,0.111,0.244,0.147,0.203,0.198,2
0.5,0.345,0.345,0.071,0.07,0.041,0.065,0.068,1
1.0,0.284,0.261,0.062,0.038,0.029,0.034,0.031,0
1.0,0.304,0.294,0.066,0.044,0.034,0.039,0.033,0
1.0,0.318,0.311,0.093,0.101,0.079,0.085,0.081,0
1.0,0.358,0.336,0.066,0.063,0.049,0.052,0.051,0
1.0,0.405,0.412,0.066,0.05,0.039,0.039,0.042,0
1.0,0.459,0.454,0.088,0.165,0.153,0.14,0.112,0
1.0,0.459,0.437,0.093,0.116,0.094,0.092,0.093,0
1.0,0.459,0.437,0.08,0.128,0.117,0.109,0.091,0
1.0,0.466,0.445,0.088,0.12,0.117,0.065,0.093,0
1.0,0.473,0.429,0.093,0.129,0.106,0.108,0.103,0
0.0,0.527,0.538,0.097,0.176,0.141,0.148,0.148,0
0.5,0.527,0.496,0.119,0.221,0.174,0.19,0.173,0
1.0,0.534,0.529,0.097,0.196,0.167,0.151,0.161,0
0.5,0.534,0.538,0.106,0.212,0.185,0.191,0.133,0
1.0,0.541,0.521,0.106,0.187,0.168,0.128,0.16,1
0.0,0.547,0.529,0.119,0.223,0.231,0.133,0.159,0
0.0,0.574,0.58,0.115,0.273,0.248,0.21,0.209,0
1.0,0.581,0.563,0.164,0.216,0.179,0.186,0.17,0
0.0,0.608,0.622,0.168,0.308,0.31,0.226,0.197,1
0.0,0.628,0.613,0.106,0.287,0.263,0.191,0.221,1
0.0,0.635,0.664,0.133,0.311,0.26,0.197,0.26,2
0.5,0.662,0.647,0.133,0.347,0.3,0.309,0.246,1
